[2026-07-24 15:47:17] Run started: sg_format_ablation_2026_07_24_15_47_17
[2026-07-24 15:47:17] Manifest written: C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_24_15_47_17\ablation_manifest.json
[2026-07-24 15:47:17] Formats: natural_compact, natural_compact_context_first, triplet_human_shared_subject
[2026-07-24 15:47:17] Tasks: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[2026-07-24 15:47:17] Episodes per task/format: 1
[2026-07-24 15:47:17] Estimated prompt rows per format: 10
[2026-07-24 15:55:43] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=92/10
[2026-07-24 15:55:48] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=101/10
[2026-07-24 15:56:33] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=111/10
[2026-07-24 15:57:34] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=111/10
[2026-07-24 15:57:49] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=116/10
[2026-07-24 15:57:54] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=121/10
[2026-07-24 15:58:54] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=121/10
[2026-07-24 15:59:09] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=126/10
[2026-07-24 15:59:14] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=131/10
[2026-07-24 16:00:14] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=131/10
[2026-07-24 16:00:34] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=141/10
[2026-07-24 16:01:34] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=141/10
[2026-07-24 16:02:04] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=150/10
[2026-07-24 16:02:09] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=151/10
[2026-07-24 16:03:10] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=151/10
[2026-07-24 16:03:30] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=161/10
[2026-07-24 16:04:30] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=161/10
[2026-07-24 16:04:55] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=166/10
[2026-07-24 16:05:00] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=171/10
[2026-07-24 16:06:00] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=171/10
[2026-07-24 16:06:25] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=176/10
[2026-07-24 16:06:30] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=181/10
[2026-07-24 16:07:31] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=181/10
[2026-07-24 16:08:11] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=190/10
[2026-07-24 16:08:16] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=191/10
[2026-07-24 16:09:16] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=192/10
[2026-07-24 16:09:21] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=201/10
[2026-07-24 16:10:12] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=211/10
[2026-07-24 16:11:07] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=221/10
[2026-07-24 16:12:07] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=221/10
[2026-07-24 16:12:17] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=224/10
[2026-07-24 16:12:22] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=231/10
[2026-07-24 16:13:23] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=231/10
[2026-07-24 16:14:03] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=232/10
[2026-07-24 16:14:08] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=241/10
[2026-07-24 16:15:08] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=241/10
[2026-07-24 16:15:44] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=242/10
[2026-07-24 16:15:49] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=251/10
[2026-07-24 16:16:49] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=251/10
[2026-07-24 16:17:24] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=257/10
[2026-07-24 16:17:30] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=261/10
[2026-07-24 16:18:30] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=261/10
[2026-07-24 16:18:40] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=271/10
[2026-07-24 16:19:40] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=271/10
[2026-07-24 16:20:16] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=280/10
[2026-07-24 16:20:41] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=281/10
[2026-07-24 16:21:41] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=281/10
[2026-07-24 16:22:16] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=291/10
[2026-07-24 16:23:16] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=291/10
[2026-07-24 16:23:31] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=295/10
[2026-07-24 16:23:37] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=301/10
[2026-07-24 16:24:37] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=301/10
[2026-07-24 16:24:47] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=304/10
[2026-07-24 16:24:52] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=311/10
[2026-07-24 16:25:52] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=311/10
[2026-07-24 16:26:17] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=319/10
[2026-07-24 16:26:23] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=321/10
[2026-07-24 16:27:23] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=321/10
[2026-07-24 16:27:48] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=326/10
[2026-07-24 16:27:53] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=331/10
[2026-07-24 16:28:54] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=331/10
[2026-07-24 16:29:44] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=341/10
[2026-07-24 16:30:44] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=341/10
[2026-07-24 16:31:30] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=346/10
[2026-07-24 16:31:35] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=351/10
[2026-07-24 16:32:35] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=351/10
[2026-07-24 16:33:10] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=352/10
[2026-07-24 16:33:15] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=361/10
[2026-07-24 16:34:16] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=361/10
[2026-07-24 16:34:51] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=371/10
[2026-07-24 16:35:51] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=371/10
[2026-07-24 16:36:31] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=381/10
[2026-07-24 16:37:32] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=381/10
[2026-07-24 16:38:07] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=387/10
[2026-07-24 16:38:12] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=391/10
[2026-07-24 16:39:13] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=391/10
[2026-07-24 16:39:48] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=397/10
[2026-07-24 16:39:53] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=401/10
[2026-07-24 16:40:53] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=401/10
[2026-07-24 16:41:29] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=410/10
[2026-07-24 16:41:34] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=411/10
[2026-07-24 16:42:34] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=411/10
[2026-07-24 16:43:09] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=421/10
[2026-07-24 16:44:10] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=421/10
[2026-07-24 16:44:30] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=422/10
[2026-07-24 16:44:35] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=431/10
[2026-07-24 16:45:35] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=431/10
[2026-07-24 16:45:55] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=441/10
[2026-07-24 16:46:56] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=441/10
[2026-07-24 16:47:11] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=447/10
[2026-07-24 16:47:16] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=451/10
[2026-07-24 16:48:16] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=451/10
[2026-07-24 16:48:36] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=460/10
[2026-07-24 16:48:41] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=461/10
[2026-07-24 16:49:41] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=461/10
[2026-07-24 16:50:42] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=471/10
[2026-07-24 16:51:42] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=471/10
[2026-07-24 16:52:22] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=473/10
[2026-07-24 16:52:27] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=481/10
[2026-07-24 16:53:27] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=481/10
[2026-07-24 16:54:08] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=487/10
[2026-07-24 16:54:13] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=491/10
[2026-07-24 16:55:13] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=491/10
[2026-07-24 16:56:03] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=492/10
[2026-07-24 16:56:08] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=497/10
[2026-07-24 16:56:13] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=501/10
[2026-07-24 16:57:13] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=501/10
[2026-07-24 16:57:59] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=503/10
[2026-07-24 16:58:04] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=511/10
[2026-07-24 16:59:04] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=511/10
[2026-07-24 16:59:29] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=515/10
[2026-07-24 16:59:34] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=521/10
[2026-07-24 17:00:34] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=521/10
[2026-07-24 17:01:05] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=525/10
[2026-07-24 17:01:10] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=531/10
[2026-07-24 17:02:10] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=531/10
[2026-07-24 17:03:11] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=531/10
[2026-07-24 17:04:11] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=531/10
[2026-07-24 17:05:11] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=533/10
[2026-07-24 17:05:16] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=541/10
[2026-07-24 17:06:17] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=541/10
[2026-07-24 17:07:17] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=541/10
[2026-07-24 17:08:12] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=544/10
[2026-07-24 17:08:17] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=550/10
[2026-07-24 17:08:22] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=551/10
[2026-07-24 17:09:23] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=551/10
[2026-07-24 17:10:23] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=551/10
[2026-07-24 17:11:24] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=551/10
[2026-07-24 17:12:19] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=555/10
[2026-07-24 17:12:24] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=560/10
[2026-07-24 17:13:19] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=561/10
[2026-07-24 17:14:19] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=561/10
[2026-07-24 17:15:20] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=570/10
[2026-07-24 17:15:25] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=571/10
[2026-07-24 17:16:25] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=571/10
[2026-07-24 17:17:25] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=571/10
[2026-07-24 17:17:50] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=576/10
[2026-07-24 17:17:55] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=581/10
[2026-07-24 17:18:56] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=581/10
[2026-07-24 17:19:56] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=581/10
[2026-07-24 17:20:11] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=588/10
[2026-07-24 17:20:16] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=591/10
[2026-07-24 17:21:16] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=591/10
[2026-07-24 17:22:17] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=591/10
[2026-07-24 17:22:47] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=593/10
[2026-07-24 17:22:52] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=599/10
[2026-07-24 17:22:57] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=601/10
[2026-07-24 17:23:57] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=601/10
[2026-07-24 17:24:58] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=601/10
[2026-07-24 17:25:23] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=609/10
[2026-07-24 17:25:28] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=611/10
[2026-07-24 17:26:28] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=611/10
[2026-07-24 17:27:28] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=611/10
[2026-07-24 17:28:29] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=611/10
[2026-07-24 17:28:49] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=619/10
[2026-07-24 17:28:54] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=621/10
[2026-07-24 17:29:54] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=621/10
[2026-07-24 17:30:55] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=621/10
[2026-07-24 17:31:55] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=624/10
[2026-07-24 17:32:00] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=631/10
[2026-07-24 17:33:00] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=631/10
[2026-07-24 17:34:01] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=631/10
[2026-07-24 17:35:01] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=631/10
[2026-07-24 17:35:36] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=634/10
[2026-07-24 17:35:41] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=641/10
[2026-07-24 17:36:42] PROGRESS format=natural_compact [1/3] format_est=100.0% overall_est=33.3% prompt_rows=641/10
