format,task_group,task_id,episode_ix,seed,success,sum_reward,max_reward,video_path,predicted_video_path,output_dir
standard,libero_spatial,3,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_3\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,3,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_3\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,4,0,1000,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_4\eval_episode_0.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,4,1,1001,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_4\eval_episode_1.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,4,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_4\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,4,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_4\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,5,0,1000,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_5\eval_episode_0.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,5,1,1001,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_5\eval_episode_1.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,5,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_5\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,5,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_5\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,7,0,1000,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_7\eval_episode_0.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,7,1,1001,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_7\eval_episode_1.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,7,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_7\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,7,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_7\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,8,0,1000,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_8\eval_episode_0.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,8,1,1001,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_8\eval_episode_1.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,8,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_8\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,8,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_8\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,9,0,1000,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_9\eval_episode_0.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,9,1,1001,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_9\eval_episode_1.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,9,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_9\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,9,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_9\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,2,0,1000,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_2\eval_episode_0.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,2,1,1001,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_2\eval_episode_1.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,2,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_2\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,2,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_2\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,6,0,1000,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_6\eval_episode_0.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,6,1,1001,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_6\eval_episode_1.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,6,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_6\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
standard,libero_spatial,6,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\standard\videos\libero_spatial_6\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/standard
legacy_scene_graph,libero_spatial,0,0,1000,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_0\eval_episode_0.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,0,1,1001,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_0\eval_episode_1.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,0,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_0\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,0,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_0\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,1,0,1000,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_1\eval_episode_0.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,1,1,1001,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_1\eval_episode_1.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,1,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_1\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,1,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_1\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,3,0,1000,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_3\eval_episode_0.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,3,1,1001,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_3\eval_episode_1.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,3,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_3\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,3,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_3\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,4,0,1000,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_4\eval_episode_0.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,4,1,1001,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_4\eval_episode_1.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,4,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_4\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,4,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_4\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,5,0,1000,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_5\eval_episode_0.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,5,1,1001,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_5\eval_episode_1.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,5,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_5\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,5,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_5\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,7,0,1000,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_7\eval_episode_0.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,7,1,1001,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_7\eval_episode_1.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,7,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_7\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,7,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_7\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,8,0,1000,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_8\eval_episode_0.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,8,1,1001,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_8\eval_episode_1.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
