task,episode,frame,timestamp,camera,mode,subject,relation,object,edited,original_relation
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,60,2.0,agent_view,gt,black_bowl,is_on_top_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,60,2.0,agent_view,gt,red_drawer,is_below_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,60,2.0,agent_view,gt,black_bowl,is_behind,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,60,2.0,agent_view,gt,white_plate,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,60,2.0,agent_view,gt,black_stove,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,60,2.0,agent_view,gt,cookie,is_left_of,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,60,2.0,agent_view,gt,black_stove,is_in_front_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,60,2.0,agent_view,gt,red_drawer,is_behind,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,60,2.0,agent_view,gt,black_stove,is_right_of,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,60,2.0,agent_view,gt,white_plate,is_left_of,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,60,2.0,agent_view,gt,cookie,is_left_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,60,2.0,agent_view,gt,red_drawer,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,60,2.0,agent_view,gt,cookie,is_left_of,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,60,2.0,agent_view,gt,white_plate,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,60,2.0,agent_view,gt,red_drawer,is_behind,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,60,2.0,agent_view,gt,white_plate,is_in_front_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,black_bowl,is_behind,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,black_stove,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,black_bowl,is_behind,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,cookie,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,black_bowl,is_on_top_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,red_drawer,is_below_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,black_bowl,is_behind,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,white_plate,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,black_stove,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,cookie,is_left_of,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,black_stove,is_in_front_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,red_drawer,is_behind,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,black_stove,is_right_of,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,white_plate,is_left_of,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,cookie,is_left_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,red_drawer,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,cookie,is_left_of,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,white_plate,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,red_drawer,is_behind,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,90,3.0,agent_view,gt,white_plate,is_in_front_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,black_bowl,is_behind,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,black_stove,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,black_bowl,is_behind,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,cookie,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,black_bowl,is_on_top_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,red_drawer,is_below_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,black_bowl,is_behind,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,white_plate,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,black_stove,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,cookie,is_left_of,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,black_stove,is_in_front_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,red_drawer,is_behind,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,black_stove,is_right_of,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,white_plate,is_left_of,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,cookie,is_left_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,red_drawer,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,cookie,is_left_of,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,white_plate,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,red_drawer,is_behind,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,120,4.0,agent_view,gt,white_plate,is_in_front_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,black_bowl,is_behind,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,black_stove,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,black_bowl,is_behind,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,cookie,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,black_bowl,is_on_top_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,red_drawer,is_below_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,black_bowl,is_behind,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,white_plate,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,black_stove,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,cookie,is_left_of,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,black_stove,is_in_front_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,red_drawer,is_behind,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,black_stove,is_right_of,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,white_plate,is_left_of,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,cookie,is_left_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,red_drawer,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,cookie,is_left_of,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,white_plate,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,red_drawer,is_behind,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,150,5.0,agent_view,gt,white_plate,is_in_front_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,black_bowl,is_behind,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,black_stove,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,black_bowl,is_behind,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,cookie,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,black_bowl,is_on_top_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,red_drawer,is_below_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,black_bowl,is_behind,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,white_plate,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,black_stove,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,cookie,is_left_of,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,black_stove,is_in_front_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,red_drawer,is_behind,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,black_stove,is_right_of,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,white_plate,is_left_of,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,cookie,is_left_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,red_drawer,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,cookie,is_left_of,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,white_plate,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,red_drawer,is_behind,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,180,6.0,agent_view,gt,white_plate,is_in_front_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,black_bowl,is_behind,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,black_stove,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,black_bowl,is_behind,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,cookie,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,black_bowl,is_behind,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,red_drawer,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,black_bowl,is_behind,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,white_plate,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,black_stove,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,cookie,is_left_of,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,black_stove,is_in_front_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,red_drawer,is_behind,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,black_stove,is_right_of,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,white_plate,is_left_of,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,cookie,is_left_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,red_drawer,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,cookie,is_left_of,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,white_plate,is_right_of,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,red_drawer,is_behind,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,210,7.0,agent_view,gt,white_plate,is_in_front_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,240,8.0,agent_view,gt,black_bowl,is_behind,black_stove,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,240,8.0,agent_view,gt,black_stove,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,240,8.0,agent_view,gt,black_bowl,is_behind,cookie,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,240,8.0,agent_view,gt,cookie,is_in_front_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,240,8.0,agent_view,gt,black_bowl,is_left_of,red_drawer,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,240,8.0,agent_view,gt,red_drawer,is_right_of,black_bowl,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,240,8.0,agent_view,gt,black_bowl,is_behind,white_plate,no,
move-the-black-bowl-from-the-top-of-the-drawer-to-on-top-of-the-cookie-at-the-le,episode_0,240,8.0,agent_view,gt,white_plate,is_in_front_of,black_bowl,no,
